nitrogen,phosphorus,potassium,temperature,humidity,ph,rainfall,crop,nitrogen_scaled,phosphorus_scaled,potassium_scaled,temperature_scaled,humidity_scaled,ph_scaled,rainfall_scaled,npk_total,nitrogen_ratio,phosphorus_ratio,potassium_ratio,soil_condition,crop_code
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,rice,0.41854848011355406,-0.010998939811118037,-0.1411847666709378,-0.10678479560439068,0.40622729635070476,1.6922974670662334,2.794389402856686,160,0.4125,0.33125,0.25625,alkaline,20
97,59,43,26.35927159,84.04403589,6.2865001760000006,271.35861370000003,rice,1.2584533333985652,0.17093841044797883,-0.10168750234285244,0.1467680812112421,0.564373833904118,-0.23648091132925836,3.0556414361858066,199,0.48743718592964824,0.2964824120603015,0.21608040201005024,acidic,20
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice,1.2584533333985652,-0.10196761494066647,-0.1411847666709378,-0.21471527543238098,0.4071749811487219,0.7773451088537423,2.8537116872114874,188,0.5159574468085106,0.26595744680851063,0.21808510638297873,neutral,20
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice,0.25598625044548734,-0.13229050665051595,-0.08193887017880977,-0.9561262315887107,0.5847571913902976,-0.29032007274538696,2.4863987637230927,153,0.39215686274509803,0.3202614379084967,0.2875816993464052,acidic,20
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice,0.9062351691177541,-0.071644723230817,-0.2596765596551938,-0.6547369221130126,0.41163070733677226,-0.5507834336974734,1.7201551343696106,170,0.49411764705882355,0.3,0.20588235294117646,acidic,20
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice,0.6082044147262985,0.11029262702827988,-0.1411847666709378,-0.8236294066936031,0.6047949576085686,-0.8332938776056916,3.0709857430903917,171,0.4269005847953216,0.3333333333333333,0.23976608187134502,acidic,20
92,35,40,22.17931888,80.33127223,6.3573893660000005,200.0882787,rice,1.1229848086751764,-0.5568109905884087,-0.16093339883498045,-0.6788856693064965,0.39757365493556845,-0.14486461227736702,1.7585412074334552,167,0.5508982035928144,0.20958083832335328,0.23952095808383234,acidic,20
85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice,0.9333288740624319,-0.4961652071687097,-0.18068203099902314,-0.21498971754788324,0.5056472595053196,-0.13614668095219712,2.2060258411969382,161,0.5279503105590062,0.22981366459627328,0.2422360248447205,acidic,20
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice,1.285547038343243,-0.010998939811118037,-0.20043066316306582,-1.056605362750975,0.45632268072881854,-1.8803885715519308,3.038954361128983,189,0.5185185185185185,0.2804232804232804,0.20105820105820105,acidic,20
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice,1.0146099888964653,0.019323951898731442,-0.08193887017880977,0.023542350633521263,0.5571239415097307,-0.4136537438010883,2.359930220396707,186,0.4731182795698925,0.2903225806451613,0.23655913978494625,acidic,20
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice,1.2042659235092097,0.049646843608580925,-0.12143613450689511,0.2329032440215007,0.47919616220519573,-0.670515819322898,1.635859070609037,192,0.4947916666666667,0.2864583333333333,0.21875,acidic,20
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,rice,1.3126407432879208,0.11029262702827988,-0.2596765596551938,0.2254372052686653,0.4355842278475922,-0.6579673769761053,3.0727726863590066,191,0.518324607329843,0.29842931937172773,0.18324607329842932,acidic,20
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice,1.2042659235092097,-0.43551942374901076,-0.23992792749115116,-0.3462529148722775,0.524320918190261,-1.1735930292971635,3.3084492283790365,170,0.5588235294117647,0.22941176470588234,0.21176470588235294,acidic,20
60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice,0.25598625044548734,-0.31422785690961286,-0.08193887017880977,-0.9079917543052934,0.5153226258115465,1.2235872521079947,3.547820745141535,147,0.40816326530612246,0.2925170068027211,0.29931972789115646,neutral,20
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,0.3372673652795207,-0.2839049651997634,-0.1411847666709378,-0.28508200155534563,0.550209585012247,-1.145197467816087,2.7949439283427773,148,0.42567567567567566,0.2972972972972973,0.27702702702702703,acidic,20
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice,0.31017366033484295,-0.34455074861946233,-0.23992792749115116,-0.5599705736340412,0.47556181947899406,-0.051010338877061134,2.6435944533084315,140,0.44285714285714284,0.3,0.2571428571428571,acidic,20
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,0.3643610702241985,-0.2535820734899139,-0.10168750234285244,0.0026779134439616874,0.5412093378967243,-1.2078677724050688,1.937115397935009,152,0.42105263157894735,0.29605263157894735,0.28289473684210525,acidic,20
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice,0.8791414641730764,0.20126130215782834,-0.23992792749115116,-0.003791427490572247,0.38920932175625317,0.5615499961935867,1.7721294705561266,179,0.46368715083798884,0.33519553072625696,0.2011173184357542,neutral,20
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice,0.8520477592283985,-0.4051965320391613,-0.16093339883498045,-0.3526981654071353,0.598947443987341,-0.255894299948421,3.550701222300014,162,0.5061728395061729,0.24691358024691357,0.24691358024691357,acidic,20
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,0.9333288740624319,-0.041321831520967515,-0.0621902380147671,0.13773781385506995,0.48903061425665845,0.9755010701958197,2.949664095486769,182,0.46703296703296704,0.2857142857142857,0.24725274725274726,neutral,20
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,1.0958911037304986,-0.5568109905884087,-0.20043066316306582,-0.14201435826886027,0.4063157739115036,-0.43319903735991866,1.459902746208491,164,0.5548780487804879,0.21341463414634146,0.23170731707317074,acidic,20
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice,0.6894855295603318,-0.13229050665051595,-0.12143613450689511,-0.12986709620104045,0.5839435675731633,-1.63242351348337,1.701534622848075,167,0.4550898203592814,0.2934131736526946,0.25149700598802394,acidic,20
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice,0.6352981196709763,-0.43551942374901076,-0.20043066316306582,-0.4691482557713249,0.5889925799687783,1.6963505995793604,2.3583506356518926,151,0.4900662251655629,0.2582781456953642,0.25165562913907286,alkaline,20
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,0.7707666443943652,-0.31422785690961286,-0.18068203099902314,-0.7802241438985498,0.41457071281286934,0.766772113024371,1.9537501433333875,161,0.4906832298136646,0.2670807453416149,0.2422360248447205,neutral,20
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,1.0146099888964653,0.049646843608580925,-0.0621902380147671,-0.19373360198490058,0.40127368059232765,1.6295555073478216,2.734628645358168,188,0.46808510638297873,0.2925531914893617,0.2393617021276596,alkaline,20
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice,0.25598625044548734,-0.5264880988785592,-0.10168750234285244,-0.4316016000082146,0.5203042215764565,-1.5292515026985467,2.119197005951925,139,0.4316546762589928,0.2589928057553957,0.30935251798561153,acidic,20
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,0.6894855295603318,0.20126130215782834,-0.18068203099902314,-1.1003895772512724,0.39831421625266394,0.3835288716209936,1.9131066496474356,175,0.4342857142857143,0.34285714285714286,0.22285714285714286,neutral,20
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,1.1500785136198541,0.07996973531843041,-0.12143613450689511,-0.34745078807069324,0.482684344439661,1.1803148843538949,1.6676618531520018,191,0.4869109947643979,0.2931937172774869,0.2198952879581152,neutral,20
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,rice,0.3914547751688763,0.20126130215782834,-0.10168750234285244,-0.719837948289876,0.46801380388879654,-1.048527610762366,2.2549462878212063,168,0.3869047619047619,0.35714285714285715,0.25595238095238093,acidic,20
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,rice,1.2042659235092097,-0.041321831520967515,-0.23992792749115116,0.1210692937828113,0.5550391816829003,-1.1969056361316182,3.3313628230015544,183,0.5191256830601093,0.28415300546448086,0.19672131147540983,acidic,20
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice,0.662391824615654,-0.46584231545886023,-0.18068203099902314,-0.4285301747882477,0.5980454571710913,-0.32874504672745486,3.2845071693299546,152,0.4934210526315789,0.25,0.2565789473684211,acidic,20
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,0.6352981196709763,0.019323951898731442,-0.20043066316306582,0.007760987775721885,0.5385940819980559,0.8410765811412814,2.0732249360060897,166,0.4457831325301205,0.3253012048192771,0.2289156626506024,neutral,20
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice,1.0958911037304986,-0.5264880988785592,-0.0621902380147671,-0.23165757392923625,0.4929542858847101,-0.6705325932195291,2.9940823551329916,172,0.5290697674418605,0.20930232558139536,0.2616279069767442,acidic,20
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,0.5540170048369429,-0.2232591817800644,-0.16093339883498045,-1.054014273947977,0.47809344085588695,0.9915524356569355,1.6104918459898352,157,0.45222929936305734,0.2929936305732484,0.25477707006369427,neutral,20
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,1.3126407432879208,0.049646843608580925,-0.2596765596551938,-0.768856789755189,0.39342774711882766,0.041637816526162615,3.175832495267145,189,0.5238095238095238,0.291005291005291,0.18518518518518517,neutral,20
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,0.5811107097816207,-0.4051965320391613,-0.20043066316306582,-1.027491014516118,0.48188899029089055,1.451364736245041,2.578672546065486,150,0.48,0.26666666666666666,0.25333333333333335,alkaline,20
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,0.8791414641730764,0.14061551873812936,-0.0621902380147671,0.027464609817730207,0.5407532534572247,-0.7678517276315535,2.587982604359279,186,0.44623655913978494,0.3118279569892473,0.24193548387096775,acidic,20
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,1.1500785136198541,0.14061551873812936,-0.20043066316306582,-0.9878386531832443,0.5522177026233661,0.5982722019002101,3.2046345095941806,189,0.49206349206349204,0.30687830687830686,0.20105820105820105,neutral,20
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice,0.5269232998922652,-0.5264880988785592,-0.12143613450689511,-0.7456992214740787,0.41543591544487185,0.6161196279167841,1.8003196357351208,148,0.47297297297297297,0.24324324324324326,0.28378378378378377,neutral,20
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,rice,0.6894855295603318,-0.19293629007021493,-0.12143613450689511,-1.0928278030604959,0.5305494397116229,-0.943837061532202,2.915114179682837,165,0.46060606060606063,0.28484848484848485,0.2545454545454545,acidic,20
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,1.3126407432879208,-0.3748736403293118,-0.23992792749115116,-0.2287803750875737,0.5061639259602487,0.34787466000340383,1.439561121629991,176,0.5625,0.23295454545454544,0.20454545454545456,neutral,20
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice,1.3126407432879208,0.019323951898731442,-0.22017929532710848,-0.8834928686781368,0.39774244383079016,-1.130400169218603,1.7327852440487348,190,0.5210526315789473,0.28421052631578947,0.19473684210526315,acidic,20
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice,0.9604225790071097,0.17093841044797883,-0.2596765596551938,0.033769584538924285,0.4775407696854228,0.6166708156528822,2.548841583199302,180,0.4777777777777778,0.3277777777777778,0.19444444444444445,neutral,20
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,0.4998295949475874,-0.2232591817800644,-0.1411847666709378,-0.3901150735486356,0.39553879233779354,-1.883448429356084,2.905524979524782,156,0.4423076923076923,0.2948717948717949,0.26282051282051283,acidic,20
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice,1.0958911037304986,0.07996973531843041,-0.22017929532710848,-0.431463785381662,0.4082483895326122,-0.1370032236544008,3.0218864587254584,184,0.4945652173913043,0.30434782608695654,0.20108695652173914,acidic,20
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice,0.2830799553901651,-0.041321831520967515,-0.1411847666709378,-0.12632816592162321,0.5575346860288822,0.5311081162524501,1.844296583081115,154,0.3961038961038961,0.33766233766233766,0.2662337662337662,neutral,20
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,rice,0.44564218505823183,-0.2535820734899139,-0.20043066316306582,-0.5705239997681911,0.4802115291474666,1.0738844947144641,2.8650701878283993,150,0.44666666666666666,0.3,0.25333333333333335,neutral,20
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice,0.7707666443943652,-0.34455074861946233,-0.22017929532710848,-0.146809299884909,0.5102912675960329,0.15306861473379846,3.4969998818067753,158,0.5,0.26582278481012656,0.23417721518987342,neutral,20
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,rice,0.7436729394496874,-0.31422785690961286,-0.12143613450689511,-0.8478810496807859,0.5176132902728358,1.0523349434449307,1.6171562162687811,163,0.4785276073619632,0.26380368098159507,0.25766871165644173,neutral,20
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,0.662391824615654,0.019323951898731442,-0.23992792749115116,0.13400447942299842,0.5879671329461187,0.7165723947777968,2.8032636615458104,165,0.45454545454545453,0.32727272727272727,0.21818181818181817,neutral,20
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,1.2584533333985652,-0.5264880988785592,-0.0621902380147671,-0.6691319176292401,0.4661964287856031,0.6069095890551136,3.1779538565933323,178,0.5449438202247191,0.20224719101123595,0.25280898876404495,neutral,20
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,0.44564218505823183,-0.19293629007021493,-0.08193887017880977,0.22013996420235732,0.4629275252513402,1.8080430390402054,3.2202729385535704,158,0.4240506329113924,0.2974683544303797,0.27848101265822783,alkaline,20
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,0.6082044147262985,-0.5568109905884087,-0.20043066316306582,-0.1436085122210897,0.47161190334160374,-1.892278914703729,1.501158278319585,146,0.5,0.23972602739726026,0.2602739726027397,acidic,20
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,0.7165792345050096,-0.5264880988785592,-0.22017929532710848,0.2505047851152123,0.4482982030957766,-0.4308150232303634,1.658231208965275,150,0.5133333333333333,0.24,0.24666666666666667,acidic,20
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice,0.8249540542837207,-0.3748736403293118,-0.20043066316306582,-0.5802915645124315,0.5502089780599537,1.3629518120381547,1.7735566490154142,160,0.50625,0.25625,0.2375,alkaline,20
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,0.4727358900029096,0.11029262702827988,-0.10168750234285244,0.09331867431370672,0.39975378444394666,-0.985493004123585,1.445798502789314,168,0.40476190476190477,0.3392857142857143,0.25595238095238093,acidic,20
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,0.5811107097816207,-0.2535820734899139,-0.2596765596551938,-0.036832607660970754,0.5150804132100362,-0.918853537310857,1.6724415203597631,152,0.47368421052631576,0.29605263157894735,0.23026315789473684,acidic,20
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice,0.2830799553901651,-0.010998939811118037,-0.10168750234285244,0.15545152858827255,0.4301488402246431,-0.15492331415499566,2.1822108726211566,157,0.3885350318471338,0.3375796178343949,0.27388535031847133,acidic,20
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice,0.44564218505823183,-0.31422785690961286,-0.18068203099902314,0.08443803962781203,0.6059321233882062,-0.6067901718255677,1.5158551792807684,149,0.44966442953020136,0.28859060402684567,0.26174496644295303,acidic,20
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice,0.44564218505823183,0.14061551873812936,-0.18068203099902314,-0.06587953003546702,0.40711848067406586,-1.3129209384118061,2.123034160556561,164,0.40853658536585363,0.35365853658536583,0.23780487804878048,acidic,20
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,rice,0.41854848011355406,0.20126130215782834,-0.20043066316306582,-0.6973649692773715,0.538601825918618,-0.12523717457261332,2.3345299341639256,164,0.4024390243902439,0.36585365853658536,0.23170731707317074,acidic,20
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice,0.8520477592283985,-0.31422785690961286,-0.20043066316306582,-0.46025228508484883,0.44707976501135815,-1.76267652093701,2.5270933076270863,163,0.5030674846625767,0.26380368098159507,0.2331288343558282,acidic,20
84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,rice,0.9062351691177541,-0.10196761494066647,-0.08193887017880977,-0.02574251434419311,0.44587210785527553,-0.690310219269118,1.4412592229594348,178,0.47191011235955055,0.2808988764044944,0.24719101123595505,acidic,20
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice,0.8249540542837207,-0.010998939811118037,-0.12143613450689511,-0.38329926028257744,0.4292205877837638,-1.6693213210415232,2.3703288185768625,176,0.4602272727272727,0.30113636363636365,0.23863636363636365,acidic,20
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice,1.0958911037304986,-0.10196761494066647,-0.16093339883498045,-0.9464455056638357,0.5684240166734607,-0.009161034445897987,2.3070069798649726,181,0.5027624309392266,0.27624309392265195,0.22099447513812154,acidic,20
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,rice,1.1500785136198541,-0.010998939811118037,-0.20043066316306582,0.25949265921475495,0.46868453424385853,0.7750346199382478,3.407273965797606,184,0.5054347826086957,0.28804347826086957,0.20652173913043478,neutral,20
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,rice,1.0687973987858208,-0.2839049651997634,-0.20043066316306582,-0.3518250819953728,0.5571782302699981,1.2971102303387196,2.506787667537397,172,0.5232558139534884,0.2558139534883721,0.22093023255813954,neutral,20
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,rice,0.8249540542837207,-0.2535820734899139,-0.2596765596551938,0.1802403404768047,0.388202173603954,-0.4020657378907127,2.101206978272993,161,0.5031055900621118,0.2795031055900621,0.21739130434782608,acidic,20
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,0.7436729394496874,-0.4051965320391613,-0.20043066316306582,0.16751069753992534,0.5559452787926596,1.3962871432685757,2.634627929312574,156,0.5,0.2564102564102564,0.24358974358974358,alkaline,20
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,rice,0.25598625044548734,-0.071644723230817,-0.23992792749115116,-0.5767130103057011,0.5089732754084086,-0.570147715470936,2.794254535642505,147,0.40816326530612246,0.3469387755102041,0.24489795918367346,acidic,20
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice,1.0146099888964653,-0.2232591817800644,-0.12143613450689511,-0.5793573741308113,0.5382963069799117,0.17513582920914242,1.6525622869986158,176,0.5,0.26136363636363635,0.23863636363636365,neutral,20
93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,rice,1.1500785136198541,-0.19293629007021493,-0.22017929532710848,-0.8064595945590675,0.47883467336967095,0.039887156249216994,3.5027406271532833,177,0.5254237288135594,0.2655367231638418,0.20903954802259886,neutral,20
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice,0.25598625044548734,0.049646843608580925,-0.0621902380147671,-0.8311121048782917,0.5322643598300717,-0.6897919576879219,3.3508059673824673,160,0.375,0.34375,0.28125,acidic,20
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,0.7436729394496874,-0.5568109905884087,-0.08193887017880977,0.18315439391646401,0.592654849239394,0.7795365158977849,1.4588643611138867,157,0.4968152866242038,0.2229299363057325,0.2802547770700637,neutral,20
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice,0.3914547751688763,-0.4961652071687097,-0.16093339883498045,-0.4458560095933024,0.5442058937155045,-1.4683556344383135,1.5460664926609582,142,0.45774647887323944,0.2605633802816901,0.28169014084507044,acidic,20
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize,0.5540170048369429,0.019323951898731442,-0.6349005707720046,-0.5931034912947794,-0.3500229441299534,-0.9299576035733772,-0.28581054870865336,141,0.5035460992907801,0.3829787234042553,0.11347517730496454,acidic,11
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize,0.2830799553901651,-0.2839049651997634,-0.6151519386079619,0.09559131592380017,0.0041776895735793195,0.597440334751468,-0.021792544861104702,122,0.5,0.36065573770491804,0.13934426229508196,neutral,11
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize,0.7978603493390429,-0.31422785690961286,-0.6349005707720046,-0.4063966894764001,0.005019799265700786,0.24359524377445058,-0.668725110419978,139,0.5755395683453237,0.30935251798561153,0.11510791366906475,neutral,11
